Stake	Date	Latitude	Longitude	Elevation	Days	SMB	t2m	rh	u2	SWin	LWin	tp	sf	msl	press	tcc	t2m_an	PDD
R13	2011-12-04	-62.170879157600005	-58.8585964292	84.0	257	0.7259	-5.017387	84.695175	9.951698	63.65429	259.86066	0.66036	0.5825022	993.4267	983.3063	0.87180966	-0.53277844	5.831604
R13	2012-03-30	-62.170879157600005	-58.8585964292	84.0	117	-0.6809999999999999	0.127587	87.15133	9.480982	180.06429	274.60852	0.24168779	0.1088344	987.46716	977.5028	0.7780747	0.75062233	59.790344
DN	2008-01-05	-62.1540855346	-58.9174165862	88.0	249	0.3507	-4.418216	85.202866	9.357411	93.1641	259.5308	0.5923456	0.5365298	991.3755	980.9341	0.8373519	-0.5093637	6.8746033
DN	2008-03-09	-62.1540855346	-58.9174165862	88.0	64	-0.674	0.85251045	91.11473	10.26759	163.8309	289.01355	0.19561028	0.040885266	991.0895	980.719	0.8193875	0.9349236	60.637665
DN	2008-11-03	-62.1540855346	-58.9174165862	88.0	239	0.4471	-2.3329716	83.82374	11.099201	43.372368	270.80756	0.6260376	0.4694109	992.9083	982.4752	0.8644239	0.06203613	23.532898
DN	2009-03-27	-62.1540855346	-58.9174165862	88.0	144	-1.713	0.46281466	88.310905	9.86606	188.94077	279.29288	0.34943125	0.13607404	986.20325	975.8768	0.79959553	0.82813895	107.399994
DN	2009-12-21	-62.1540855346	-58.9174165862	88.0	269	1.6159	-3.9540603	82.77173	10.014599	79.50255	261.65073	0.7766991	0.71290255	989.70435	979.28186	0.8637997	-0.38217548	8.277405
DN	2010-03-23	-62.1540855346	-58.9174165862	88.0	92	1.0449	-0.33821386	86.15258	9.061081	174.63693	277.53516	0.248351	0.16391754	990.73956	980.3536	0.816723	0.6086407	22.885376
DN	2010-12-30	-62.1540855346	-58.9174165862	88.0	282	1.79998	-2.1343973	85.552086	11.380258	80.227325	272.6716	0.86542463	0.67259276	988.4403	978.05695	0.85898817	0.11644954	19.393799
DN	2011-03-22	-62.1540855346	-58.9174165862	88.0	82	0.624	0.7996102	88.78477	9.9934845	161.18282	284.81335	0.2170821	0.051659405	991.90344	981.52155	0.813174	0.92042786	73.723114
DN	2011-12-04	-62.1540855346	-58.9174165862	88.0	257	1.3833799999999998	-4.393281	83.80812	10.255451	63.62104	263.1906	0.6554186	0.56747687	993.501	983.03485	0.8747961	-0.50253093	8.717651
DN	2012-03-17	-62.1540855346	-58.9174165862	88.0	104	-0.0246	0.3271115	88.76358	9.768338	185.08879	278.94366	0.23968954	0.08066747	987.8812	977.5361	0.7864913	0.7909535	56.081635
6N	2008-01-05	-62.18038413359999	-58.8874404557	91.0	249	0.60137	-5.106502	85.90097	9.144257	94.32177	257.00558	0.57107145	0.5309396	991.239	980.4393	0.83734435	-0.5703757	6.214569
6N	2008-03-09	-62.18038413359999	-58.8874404557	91.0	64	-0.136	0.7796739	90.62174	10.045915	167.20355	287.28937	0.16152833	0.044409364	990.6972	979.9763	0.81718266	0.9337824	56.897095
6N	2008-11-03	-62.18038413359999	-58.8874404557	91.0	239	0.486	-2.566973	84.053665	10.775343	43.08037	269.57648	0.5948713	0.4692993	992.5507	981.7638	0.8619021	0.0785776	18.789001
6N	2009-03-27	-62.18038413359999	-58.8874404557	91.0	144	-1.993	0.37460622	87.89845	9.743118	192.17558	277.6915	0.30844396	0.14064321	985.8895	975.2133	0.79513097	0.83027107	98.78296
6N	2009-11-18	-62.18038413359999	-58.8874404557	91.0	236	0.9068	-5.023138	82.72081	9.658537	60.0303	257.34323	0.67236066	0.6435424	989.9767	979.18475	0.8727115	-0.5490728	1.7096863
6N	2010-03-23	-62.18038413359999	-58.8874404557	91.0	125	0.3053	-0.61413866	86.71962	9.048418	187.91286	275.03693	0.33252776	0.24840167	989.9905	979.25653	0.805828	0.57760644	23.720795
6N	2010-12-21	-62.18038413359999	-58.8874404557	91.0	273	0.8892	-2.4577816	85.47739	11.195642	76.081795	270.73416	0.7928081	0.6628577	988.144	977.4065	0.8595422	0.10648048	11.465057
6N	2011-03-22	-62.18038413359999	-58.8874404557	91.0	91	-0.5920000000000001	0.632436	88.743286	9.628664	166.8619	284.12848	0.22362688	0.07688456	990.9199	980.1932	0.8127949	0.89615715	69.78595
6N	2011-11-17	-62.18038413359999	-58.8874404557	91.0	240	0.7115	-5.0904713	84.57051	9.958895	52.279125	260.3887	0.6299217	0.5460791	993.58026	982.74994	0.87522066	-0.5662791	4.4175415
6N	2012-03-30	-62.18038413359999	-58.8874404557	91.0	134	-1.105	-0.16063459	86.528435	9.431873	184.3024	273.83414	0.2757339	0.13487421	987.881	977.1759	0.7824417	0.6934952	52.994385
R1А	2007-12-18	-62.1769641417	-58.9005010787	96.0	231	0.86355	-5.5517335	85.5627	9.188154	82.41371	255.34512	0.5404987	0.51479286	991.5762	980.1894	0.8406192	-0.6726478	0.88442993
R1А	2008-03-09	-62.1769641417	-58.9005010787	96.0	82	-0.349	0.57479346	90.674545	9.712285	185.12425	285.237	0.19201757	0.060475577	990.1628	978.8678	0.8113316	0.8929299	59.57126
R1А	2008-11-03	-62.1769641417	-58.9005010787	96.0	239	0.56088	-2.6119864	84.08008	10.775343	43.08037	269.57648	0.5948713	0.4692993	992.5507	981.18475	0.8619021	0.07857761	17.618805
R1А	2009-03-27	-62.1769641417	-58.9005010787	96.0	144	-1.3422	0.3295928	87.92663	9.743118	192.17558	277.6915	0.30844396	0.14064321	985.8895	974.6381	0.79513097	0.8302711	94.39313
R1А	2009-12-13	-62.1769641417	-58.9005010787	96.0	261	1.0455	-4.720624	83.18634	9.56667	76.15196	258.41113	0.7482201	0.715675	989.6078	978.24713	0.86496115	-0.4602654	1.3945923
R1А	2010-03-15	-62.1769641417	-58.9005010787	96.0	92	0.3101	-0.30412242	86.64634	9.206228	188.53938	276.0749	0.20795989	0.12842359	991.76105	980.4341	0.79804933	0.668331	21.965271
R1А	2010-12-30	-62.1769641417	-58.9005010787	96.0	290	0.8944	-2.403549	85.66693	11.063404	79.91	271.52097	0.87214327	0.7279725	987.92065	976.61053	0.8609477	0.1318419	12.623352
R1А	2011-03-22	-62.1769641417	-58.9005010787	96.0	82	-0.3116	0.649064	88.482315	9.723715	162.46889	283.71408	0.19274588	0.057469603	991.61566	980.3034	0.8082843	0.9119091	65.288666
R1А	2011-11-17	-62.1769641417	-58.9005010787	96.0	240	0.5468999999999999	-5.135484	84.59788	9.958895	52.279125	260.3887	0.6299217	0.5460791	993.58026	982.1703	0.87522066	-0.56627905	3.9015808
R1А	2012-03-30	-62.1769641417	-58.9005010787	96.0	134	-1.2152	-0.20564802	86.555885	9.431873	184.3024	273.83414	0.2757339	0.13487421	987.881	976.59955	0.7824417	0.6934953	49.68576
EN	2008-01-05	-62.1539739681	-58.9131481917	108.0	249	0.21042	-4.598209	85.31322	9.357411	93.1641	259.5308	0.5923456	0.5365298	991.3755	978.6216	0.8373519	-0.5093637	5.068207
EN	2008-03-09	-62.1539739681	-58.9131481917	108.0	64	-0.503	0.6725178	91.23525	10.26759	163.8309	289.01355	0.19561028	0.040885266	991.0895	978.407	0.8193875	0.9349236	51.838776
EN	2008-11-06	-62.1539739681	-58.9131481917	108.0	242	0.3395	-2.5230703	83.80897	11.068608	45.365463	270.66437	0.6273756	0.47075033	992.7284	979.98126	0.8645129	0.059266835	18.10968
EN	2009-03-01	-62.1539739681	-58.9131481917	108.0	115	-1.296	0.22682637	88.18267	10.158746	210.16965	277.92255	0.26762265	0.11397758	985.9824	973.3573	0.7898869	0.812795	64.022766
EN	2009-12-07	-62.1539739681	-58.9131481917	108.0	281	0.6951	-3.8600097	83.09021	9.859533	73.37522	263.22455	0.8230182	0.723346	989.54834	976.8226	0.86664516	-0.30708197	27.672333
EN	2010-03-23	-62.1539739681	-58.9131481917	108.0	106	0.2021	-0.50076777	86.948235	9.279471	180.71602	277.7243	0.2836616	0.17614599	990.7241	978.02844	0.81172925	0.6134193	19.974945
EN	2010-12-11	-62.1539739681	-58.9131481917	108.0	263	0.59202	-2.4524014	85.46134	11.566604	68.97312	272.3353	0.81023985	0.6365881	988.9722	976.2746	0.86179805	0.0786316	10.711243
EN	2011-03-22	-62.1539739681	-58.9131481917	108.0	101	-0.8662000000000001	0.40245205	88.589096	9.787334	176.8001	282.8367	0.26930326	0.08826756	989.8004	977.12866	0.8123917	0.8609201	64.8873
EN	2011-11-17	-62.1539739681	-58.9131481917	108.0	240	0.484	-4.7762	83.88703	10.249412	53.177494	262.5046	0.6184503	0.53311306	993.7208	980.9319	0.87608504	-0.5581369	5.581085
EN	2012-03-30	-62.1539739681	-58.9131481917	108.0	134	-0.8416	-0.2592493	87.05324	9.696023	180.00781	276.07724	0.30839968	0.1331369	988.2578	975.59735	0.79615694	0.6796003	44.237396
CN	2008-01-05	-62.1647298394	-58.9138851851	110.0	249	0.86673	-5.2774925	86.00816	9.144257	94.32177	257.00558	0.57107145	0.5309396	991.239	978.2432	0.83734435	-0.5703756	4.670746
CN	2008-03-09	-62.1647298394	-58.9138851851	110.0	64	0.12432	0.6086839	90.735	10.045915	167.20355	287.28937	0.16152833	0.044409364	990.6972	977.7813	0.81718266	0.93378246	49.033386
CN	2008-11-06	-62.1647298394	-58.9138851851	110.0	242	0.3936	-2.7472892	84.04526	10.744965	45.190025	269.37723	0.5960805	0.47050425	992.375	979.3913	0.86171824	0.076194465	14.649292
CN	2009-03-27	-62.1647298394	-58.9138851851	110.0	141	-1.291	0.2820381	88.20781	9.82836	191.44702	278.20132	0.30710313	0.13930948	986.1308	973.2681	0.793955	0.8503111	82.76959
CN	2009-12-07	-62.1647298394	-58.9138851851	110.0	255	1.3952	-4.9350243	83.1125	9.565692	71.793465	258.26062	0.73698914	0.70698553	989.6114	976.63446	0.86842775	-0.48286107	0.6154175
CN	2010-03-23	-62.1647298394	-58.9138851851	110.0	106	0.8170000000000001	-0.6217939	86.75601	9.180216	182.9329	275.82483	0.26907662	0.18613552	990.6777	977.74335	0.80405015	0.6193451	17.56009
CN	2010-12-30	-62.1647298394	-58.9138851851	110.0	282	1.54843	-2.5455928	85.78049	11.10428	80.23531	271.2753	0.82400846	0.68070436	988.1013	975.17633	0.8595755	0.12773608	9.484222
CN	2011-03-22	-62.1647298394	-58.9138851851	110.0	82	0.348	0.52308744	88.56194	9.723715	162.46889	283.71408	0.19274588	0.057469603	991.61566	978.68494	0.8082843	0.91190904	58.31186
CN	2011-12-04	-62.1647298394	-58.9138851851	110.0	257	0.9468	-5.0315704	84.61516	9.981805	62.948547	261.0865	0.66524804	0.5798087	993.35974	980.3339	0.8734588	-0.5075325	2.713379
CN	2012-03-30	-62.1647298394	-58.9138851851	110.0	117	-0.492	-0.10512633	87.247025	9.351725	178.69414	274.92422	0.24169609	0.101137094	987.4763	974.5911	0.776025	0.7513748	41.48828
R2	2007-12-09	-62.1763629826	-58.8985039891	116.0	222	1.02858	-5.9251714	85.58963	9.180738	74.559166	255.00299	0.53385365	0.5092804	991.847	978.1431	0.84706485	-0.7220808	0.61557007
R2	2008-03-09	-62.1763629826	-58.8985039891	116.0	91	-0.22	0.25475278	90.39388	9.695391	194.62354	282.67477	0.1986592	0.06598429	989.2483	975.6556	0.79304206	0.857142	50.33374
R2	2008-11-21	-62.1763629826	-58.8985039891	116.0	257	0.5735199999999999	-2.7225769	84.14177	10.673921	53.6284	269.89328	0.63170075	0.49760017	991.9873	978.31647	0.8643578	0.0963128	14.519806
R2	2009-03-01	-62.1763629826	-58.8985039891	116.0	100	-1.0852	0.3616889	88.30739	10.079824	216.69917	276.48257	0.19477662	0.08772112	985.57043	972.02765	0.76940453	0.8844685	54.97867
R2	2009-12-13	-62.1763629826	-58.8985039891	116.0	287	1.1577	-4.3901715	83.890526	9.51919	77.75447	260.9451	0.8265548	0.74012744	989.51105	975.8519	0.86227655	-0.3298257	22.327362
R2	2010-03-23	-62.1763629826	-58.8985039891	116.0	100	0.4429	-0.6367807	86.63214	9.256491	178.80269	276.5991	0.25779477	0.17738532	990.8252	977.197	0.80953455	0.6293188	15.849304
R2	2010-12-21	-62.1763629826	-58.8985039891	116.0	273	1.05468	-2.6827877	85.61402	11.195642	76.081795	270.73416	0.7928081	0.6628577	988.144	974.52673	0.8595422	0.106480554	6.560913
R2	2011-03-22	-62.1763629826	-58.8985039891	116.0	91	-0.1886	0.4074299	88.88673	9.628664	166.8619	284.12848	0.22362688	0.07688456	990.9199	977.3052	0.8127949	0.8961572	56.600555
R2	2011-12-04	-62.1763629826	-58.8985039891	116.0	257	0.6838	-5.085586	84.648056	9.981805	62.948547	261.0865	0.66524804	0.5798087	993.35974	979.6398	0.8734588	-0.5075325	2.1732178
R2	2012-03-30	-62.1763629826	-58.8985039891	116.0	117	-0.7802	-0.15914245	87.280556	9.351725	178.69414	274.92422	0.24169609	0.101137094	987.4763	973.90106	0.776025	0.75137484	38.237396
R3	2007-12-18	-62.1750969895	-58.8945636931	135.0	231	0.7878000000000001	-5.9027166	85.782616	9.188154	82.41371	255.34512	0.5404987	0.51479286	991.5762	975.6867	0.8406192	-0.67264783	0.44458008
R3	2008-03-09	-62.1750969895	-58.8945636931	135.0	82	-0.128	0.22381078	90.90845	9.712285	185.12425	285.237	0.19201757	0.060475577	990.1628	974.37115	0.8113316	0.89292985	42.215454
R3	2008-11-21	-62.1750969895	-58.8945636931	135.0	257	0.5092	-2.8935668	84.24262	10.673921	53.6284	269.89328	0.63170075	0.49760017	991.9873	976.124	0.8643578	0.09631273	10.789398
R3	2009-03-27	-62.1750969895	-58.8945636931	135.0	126	-0.884	0.27348387	88.88129	9.867975	190.9951	278.58398	0.27335674	0.11234363	986.13104	970.40247	0.78181547	0.9056234	63.101685
R3	2009-12-13	-62.1750969895	-58.8945636931	135.0	261	0.7956	-5.071607	83.3928	9.56667	76.15196	258.41113	0.7482201	0.715675	989.6078	973.75336	0.86496115	-0.4602654	0.17016602
R3	2010-03-15	-62.1750969895	-58.8945636931	135.0	92	0.272	-0.6551051	86.86185	9.206228	188.53938	276.0749	0.20795989	0.12842359	991.76105	975.9303	0.79804933	0.668331	11.0252075
R3	2010-12-21	-62.1750969895	-58.8945636931	135.0	281	0.9875	-2.8348377	85.68587	11.150869	75.86394	271.00302	0.84094286	0.7101258	987.95636	972.15826	0.8609591	0.11132038	4.1980286
R3	2011-03-22	-62.1750969895	-58.8945636931	135.0	91	-0.1148	0.23643991	88.99635	9.628664	166.8619	284.12848	0.22362688	0.07688456	990.9199	975.115	0.8127949	0.89615715	47.90793
R3	2011-12-04	-62.1750969895	-58.8945636931	135.0	257	0.6154	-5.256576	84.752365	9.981805	62.948547	261.0865	0.66524804	0.5798087	993.35974	977.44434	0.8734588	-0.50753254	1.0072021
R3	2012-03-30	-62.1750969895	-58.8945636931	135.0	117	-0.4128	-0.33013242	87.38684	9.351725	178.69414	274.92422	0.24169609	0.101137094	987.4763	971.71844	0.776025	0.7513748	29.828888
R12	2008-02-17	-62.1697286898	-58.8626932673	137.0	292	0.0	-4.7899117	86.95112	9.247872	110.0749	260.12778	0.64596164	0.5553176	991.08575	974.8893	0.8280088	-0.3570513	24.299957
R12	2008-03-09	-62.1697286898	-58.8626932673	137.0	21	-0.289	0.7693662	92.42291	11.319238	112.26572	297.03683	0.074853055	0.016722696	992.47375	976.3588	0.88087755	1.0296963	19.982635
R12	2008-11-03	-62.1697286898	-58.8626932673	137.0	239	0.74292	-3.05472	84.430336	10.822258	43.516445	268.56403	0.5866684	0.473412	992.5923	976.3969	0.85998785	0.075787865	9.818726
R12	2009-03-27	-62.1697286898	-58.8626932673	137.0	144	-0.3464	-0.039055135	88.337845	9.86236	192.66626	277.44397	0.30441618	0.1460634	985.8952	969.8657	0.79728687	0.82803774	64.0614
R12	2009-12-13	-62.1697286898	-58.8626932673	137.0	261	0.7854000000000001	-5.366628	83.61352	9.565686	76.452	257.52698	0.748343	0.7198142	989.6846	973.49255	0.8639414	-0.5009117	0.14031982
R12	2010-03-23	-62.1697286898	-58.8626932673	137.0	100	0.043	-0.8446205	86.89955	9.285733	178.67343	276.4783	0.25669459	0.18272851	990.87494	974.7482	0.8121136	0.6270915	11.682587
R12	2010-12-11	-62.1697286898	-58.8626932673	137.0	263	0.8906000000000001	-3.0141933	85.96005	11.374415	69.54954	269.9418	0.75983584	0.6446732	988.66095	972.5306	0.86286455	0.085897125	4.038788
R12	2011-03-22	-62.1697286898	-58.8626932673	137.0	101	-0.246	0.08325405	88.42687	9.638266	179.21301	281.3363	0.23691317	0.096724965	989.58594	973.4987	0.8066388	0.85854745	48.917755
R12	2011-12-04	-62.1697286898	-58.8626932673	137.0	257	0.5155	-5.494377	84.9869	9.951698	63.65429	259.86066	0.66036	0.5825022	993.4267	977.17346	0.87180966	-0.53277844	1.0623474
R12	2012-03-17	-62.1697286898	-58.8626932673	137.0	104	-0.5928	-0.14142922	88.5011	9.613894	191.47365	276.3826	0.20934968	0.08757482	987.4436	971.3879	0.7724763	0.8025008	30.097107
FN	2008-01-05	-62.1554080332	-58.9035639244	152.0	249	0.53179	-5.6555133	86.24709	9.144257	94.32177	257.00558	0.57107145	0.5309396	991.239	973.40295	0.83734435	-0.5703756	2.1222534
FN	2008-03-09	-62.1554080332	-58.9035639244	152.0	64	0.0	0.23066266	90.987404	10.045915	167.20355	287.28937	0.16152833	0.044409364	990.6972	972.94336	0.81718266	0.9337826	33.728333
FN	2008-11-13	-62.1554080332	-58.9035639244	152.0	249	0.3577	-3.107282	84.23987	10.674101	49.639725	269.33026	0.6165049	0.4908931	992.0188	974.1957	0.862982	0.08080149	8.054504
FN	2009-03-27	-62.1554080332	-58.9035639244	152.0	134	-0.8240000000000001	0.0330797	88.85227	9.844788	190.64267	278.95807	0.2864705	0.118712276	986.403	968.7216	0.78873503	0.8832921	52.252747
FN	2009-12-07	-62.1554080332	-58.9035639244	152.0	255	0.4536	-5.313045	83.335106	9.565692	71.793465	258.26062	0.73698914	0.70698553	989.6114	971.8021	0.86842775	-0.482861	0.017150879
FN	2010-03-29	-62.1554080332	-58.9035639244	152.0	112	-0.204	-0.97779185	87.00979	9.266102	176.90282	276.04697	0.2833164	0.19474675	990.5668	972.797	0.80684054	0.6249731	7.98999
FN	2010-11-09	-62.1554080332	-58.9035639244	152.0	225	0.3825	-3.3501174	85.87611	11.5349245	46.20735	270.5688	0.6633787	0.5592015	989.2823	971.5055	0.8687593	0.018747067	2.308136
FN	2011-03-22	-62.1554080332	-58.9035639244	152.0	133	-0.7448	-0.39676154	87.761795	9.674406	189.8252	279.22235	0.33827996	0.17163268	988.26385	970.54364	0.80730957	0.7734501	40.82733
FN	2011-11-17	-62.1554080332	-58.9035639244	152.0	240	0.33396	-5.639482	84.90602	9.958895	52.279125	260.3887	0.6299217	0.5460791	993.58026	975.6971	0.87522066	-0.566279	0.48745728
FN	2012-03-30	-62.1554080332	-58.9035639244	152.0	134	-0.8798	-0.7096458	86.86498	9.431873	184.3024	273.83414	0.2757339	0.13487421	987.881	970.1631	0.7824417	0.6934954	24.262573
R4	2007-12-09	-62.1738385449	-58.8907202422	168.0	222	0.4360799999999999	-6.393159	85.88448	9.180738	74.559166	255.00299	0.53385365	0.5092804	991.847	972.1531	0.84706485	-0.7220809	0.14758301
R4	2008-03-09	-62.1738385449	-58.8907202422	168.0	91	-0.3229999999999999	-0.21323428	90.70509	9.695391	194.62354	282.67477	0.1986592	0.06598429	989.2483	969.6808	0.79304206	0.85714185	29.70401
R4	2008-11-21	-62.1738385449	-58.8907202422	168.0	257	0.39128	-3.190564	84.41855	10.673921	53.6284	269.89328	0.63170075	0.49760017	991.9873	972.3254	0.8643578	0.096312724	6.5741577
R4	2009-03-27	-62.1738385449	-58.8907202422	168.0	126	-0.848	-0.023513192	89.07193	9.867975	190.9951	278.58398	0.27335674	0.11234363	986.13104	966.6261	0.78181547	0.9056233	42.61621
R4	2009-12-07	-62.1738385449	-58.8907202422	168.0	255	0.5324	-5.4570274	83.420334	9.565692	71.793465	258.26062	0.73698914	0.70698553	989.6114	969.9663	0.86842775	-0.4828611	0.0
R4	2010-03-15	-62.1738385449	-58.8907202422	168.0	98	0.0	-1.0035379	87.209015	9.126836	192.41327	275.26987	0.21924172	0.13717379	991.54486	971.9198	0.7928179	0.655187	5.6912537
R4	2010-12-21	-62.1738385449	-58.8907202422	168.0	281	0.3826	-3.1318347	85.8679	11.150869	75.86394	271.00302	0.84094286	0.7101258	987.95636	968.3751	0.8609591	0.11132037	1.6525879
R4	2011-03-22	-62.1738385449	-58.8907202422	168.0	91	-0.6422	-0.060557157	89.18652	9.628664	166.8619	284.12848	0.22362688	0.07688456	990.9199	971.3203	0.8127949	0.8961571	34.337646
R4	2011-11-17	-62.1738385449	-58.8907202422	168.0	240	0.4114	-5.7834644	84.99469	9.958895	52.279125	260.3887	0.6299217	0.5460791	993.58026	973.8539	0.87522066	-0.5662791	0.34347534
R4	2012-03-30	-62.1738385449	-58.8907202422	168.0	134	-0.5566	-0.85362774	86.95392	9.431873	184.3024	273.83414	0.2757339	0.13487421	987.881	968.3304	0.7824417	0.6934952	19.709747
7N	2008-01-05	-62.1754117411	-58.888609502200005	168.0	249	0.53676	-5.799495	86.33857	9.144257	94.32177	257.00558	0.57107145	0.5309396	991.239	971.56415	0.83734435	-0.5703757	1.450592
7N	2008-03-09	-62.1754117411	-58.888609502200005	168.0	64	-0.016	0.08668072	91.08403	10.045915	167.20355	287.28937	0.16152833	0.044409364	990.6972	971.1054	0.81718266	0.93378234	28.401001
7N	2008-11-06	-62.1754117411	-58.888609502200005	168.0	242	0.5264	-3.2692924	84.35357	10.744965	45.190025	269.37723	0.5960805	0.47050425	992.375	972.70435	0.86171824	0.0761944	6.4177246
